Precio,Superficie,Antiguedad,VPO,Calefaccion,Habitaciones,Ascensor,Garaje,Precio_m2,cluster
108182.0,84,46.96,0,2,2,0,0,1287.881,2
108182.0,71,12.93,0,1,2,1,0,1523.6901,1
108182.17,40,23.09,0,2,2,1,1,2704.5543,3
108182.18,72,41.49,1,3,2,1,0,1502.5303,1
108182.18,78,68.39,0,1,2,0,1,1386.951,2
108182.18,84,31.73,0,1,2,1,1,1287.8831,1
108182.18,79,30.56,1,0,2,1,0,1369.3947,1
108182.18,78,30.36,1,2,2,1,0,1386.951,1
108183.0,64,40.94,0,3,2,1,0,1690.3594,1
108200.0,68,34.85,0,0,2,0,0,1591.1765,2
108250.0,56,51.2,0,3,2,0,1,1933.0357,2
108783.0,79,37.99,0,2,2,0,0,1377.0,2
108900.0,55,9.38,0,0,2,1,1,1980.0,3
109273.0,86,39.45,0,0,2,1,0,1270.6163,1
109384.0,56,40.18,1,3,2,0,0,1953.2857,2
109400.0,61,40.93,1,3,2,0,0,1793.4426,2
109550.76,115,34.63,0,3,3,1,1,952.6153,0
109687.0,69,36.98,1,3,2,0,0,1589.6667,2
109763.0,63,21.75,1,2,2,1,1,1742.2698,1
110000.0,55,41.95,1,0,2,0,0,2000.0,2
110170.0,95,38.05,0,3,2,0,0,1159.6842,2
111000.0,48,42.02,1,3,2,0,0,2312.5,2
111187.24,48,72.17,0,0,2,0,0,2316.4008,2
111187.24,71,38.87,1,2,2,1,0,1566.0175,1
111188.0,74,31.45,0,0,2,1,1,1502.5405,1
111190.0,62,39.07,1,0,2,0,0,1793.3871,2
111788.25,52,40.82,1,2,2,0,0,2149.774,2
112000.0,65,50.59,0,0,2,1,0,1723.0769,1
112389.0,75,32.97,1,0,2,0,1,1498.52,2
112500.0,105,12.72,0,0,2,1,1,1071.4286,1
114192.0,63,32.49,0,0,2,0,1,1812.5714,2
114192.0,66,33.97,0,0,2,1,0,1730.1818,1
114192.3,40,67.21,0,3,2,0,1,2854.8075,2
114192.3,78,32.82,1,2,2,0,1,1464.0038,2
114192.3,79,37.43,1,3,2,1,0,1445.4722,1
114192.3,89,43.59,0,3,2,0,0,1283.0596,2
114200.0,80,39.45,1,3,2,1,0,1427.5,1
114200.0,62,51.17,0,3,2,1,1,1841.9355,1
114242.9,58,36.26,0,2,2,1,0,1969.7052,1
114670.0,185,53.0,0,2,3,0,1,619.8378,0
115000.0,52,43.59,1,3,2,1,1,2211.5385,1
115530.0,105,37.9,1,3,3,1,0,1100.2857,0
117197.0,52,33.45,0,3,2,1,0,2253.7885,1
117197.0,59,35.05,1,0,2,0,0,1986.3898,2
117197.36,60,35.57,0,3,2,1,0,1953.2893,1
117197.36,66,43.93,1,0,2,0,0,1775.7176,2
118000.0,125,43.87,1,1,2,0,0,944.0,2
118399.38,79,29.96,1,2,2,1,1,1498.7263,1
118400.0,86,36.61,0,3,3,1,0,1376.7442,0
118700.0,89,66.74,0,3,2,1,1,1333.7079,1
119400.0,72,35.48,0,3,2,1,0,1658.3333,1
119600.0,69,44.39,0,3,2,0,0,1733.3333,2
119602.0,56,39.43,1,0,2,0,0,2135.75,2
120000.0,72,31.87,1,0,2,1,0,1666.6667,1
120000.0,48,41.03,1,0,2,0,0,2500.0,2
120000.0,75,25.68,0,2,2,1,0,1600.0,1
120000.0,95,61.21,0,1,2,0,0,1263.1579,2
120000.0,95,62.13,0,1,2,0,0,1263.1579,2
120000.0,65,33.93,0,3,2,1,0,1846.1538,1
120000.0,83,28.91,1,2,2,1,0,1445.7831,1
120000.0,79,38.74,1,2,2,1,0,1518.9873,1
120000.0,83,38.26,1,1,2,0,0,1445.7831,2
120000.0,89,66.71,0,0,3,0,1,1348.3146,0
120092.41,91,25.93,0,0,2,1,1,1319.6968,1
120200.0,78,34.48,1,3,2,1,0,1541.0256,1
120201.0,71,24.42,1,2,2,1,1,1692.9718,1
120202.0,64,14.07,0,0,2,1,0,1878.1562,1
120202.0,84,28.81,1,2,2,1,1,1430.9762,1
120202.0,80,28.08,0,0,2,1,0,1502.525,1
120202.0,65,33.51,0,3,2,1,0,1849.2615,1
120202.0,72,36.72,0,3,2,1,0,1669.4722,1
120202.0,65,39.82,0,3,2,1,0,1849.2615,1
120202.01,64,25.43,1,2,2,1,1,1878.1564,1
120202.42,52,42.51,1,0,2,0,0,2311.585,2
120202.42,70,33.97,1,1,2,1,0,1717.1774,1
120202.42,95,62.13,0,1,2,0,0,1265.2886,2
120202.42,71,35.55,1,3,2,1,0,1692.9918,1
120202.42,95,5.8,0,0,2,1,1,1265.2886,3
120202.42,69,32.73,1,0,2,0,1,1742.0641,2
120202.42,78,49.41,0,2,2,0,0,1541.0567,2
120202.42,78,25.91,1,1,2,1,1,1541.0567,1
120202.42,73,41.74,0,1,2,1,0,1646.6085,1
120202.42,105,30.56,1,1,3,0,0,1144.785,0
120202.52,59,30.12,0,1,2,1,0,2037.3308,1
120203.0,95,47.5,0,1,2,0,1,1265.2947,2
120631.58,79,36.99,1,3,2,1,0,1526.982,1
120803.43,74,33.73,0,3,3,1,0,1632.4788,0
120843.0,74,36.35,0,3,3,1,1,1633.0135,0
122000.0,78,28.52,1,0,2,1,1,1564.1026,1
122100.0,58,35.35,1,0,2,0,0,2105.1724,2
123000.0,40,24.57,0,2,2,1,0,3075.0,3
123000.0,80,33.07,1,0,2,1,1,1537.5,1
123000.0,89,38.28,1,0,3,0,0,1382.0225,0
123207.0,78,37.72,1,0,2,0,0,1579.5769,2
123207.48,79,7.67,0,2,2,1,1,1559.5884,3
123207.48,78,30.51,1,2,2,1,0,1579.5831,1
123208.0,83,0.92,0,0,2,1,1,1484.4337,3
123233.8,80,27.29,0,0,2,1,0,1540.4225,1
124333.01,72,42.9,0,0,2,1,0,1726.8474,1
125000.0,52,43.1,1,0,2,0,0,2403.8462,2
126150.0,58,56.21,1,2,2,0,1,2175.0,2
126200.0,71,36.27,0,0,2,0,0,1777.4648,2
126212.0,62,38.16,1,0,2,0,0,2035.6774,2
126212.54,52,46.12,1,3,2,1,0,2427.1642,1
126212.54,76,31.88,0,3,2,1,0,1660.6913,1
126212.54,78,35.97,0,3,2,0,1,1618.1095,2
126488.0,86,31.48,1,1,2,1,0,1470.7907,1
128000.0,68,8.13,0,0,2,1,0,1882.3529,3
128488.18,72,45.86,0,2,2,1,1,1784.5581,1
128600.0,40,66.85,0,3,2,0,1,3215.0,2
129215.0,83,31.48,0,1,2,1,1,1556.8072,1
129217.6,59,34.85,1,0,2,1,0,2190.1288,1
129217.6,61,5.56,0,2,2,1,1,2118.3213,3
130000.0,76,44.9,1,0,2,1,1,1710.5263,1
130000.0,61,3.31,1,2,2,1,1,2131.1475,3
130000.0,135,3.4,0,2,2,1,1,962.963,3
130151.82,82,30.42,0,1,3,1,1,1587.2173,0
130720.13,52,42.49,1,0,2,0,0,2513.8487,2
131407.5,89,37.47,0,3,2,1,0,1476.4888,1
131621.65,74,32.55,1,3,2,1,1,1778.6709,1
132000.0,61,30.0,0,1,2,0,0,2163.9344,2
132000.0,60,38.87,1,0,2,1,0,2200.0,1
132200.0,84,44.76,0,3,2,0,0,1573.8095,2
132220.0,79,30.97,1,0,2,1,1,1673.6709,1
132222.0,74,5.66,0,0,2,1,1,1786.7838,3
132222.0,80,29.9,1,1,2,1,1,1652.775,1
132222.66,70,2.22,1,0,2,1,1,1888.8951,3
132222.66,78,2.66,0,2,2,1,1,1695.1623,3
132222.66,63,26.38,0,2,2,1,1,2098.7724,3
132222.66,59,30.27,0,1,2,1,0,2241.062,1
132222.66,70,36.45,1,3,2,1,0,1888.8951,1
132222.66,72,37.36,1,3,2,0,0,1836.4258,2
132222.66,89,37.21,0,0,2,1,0,1485.6479,1
132222.66,74,6.78,0,2,2,1,0,1786.7927,3
132228.0,63,42.34,1,3,2,0,0,2098.8571,2
132253.0,89,1.36,0,0,2,1,1,1485.9888,3
133227.0,72,35.18,0,3,2,1,0,1850.375,1
133425.0,74,24.44,0,2,2,1,1,1803.0405,3
133875.0,80,32.59,1,0,2,0,1,1673.4375,2
135000.0,82,29.02,1,0,2,1,1,1646.3415,1
135100.0,76,38.93,1,0,2,1,0,1777.6316,1
135227.0,82,33.45,0,3,2,1,0,1649.1098,1
135227.72,95,10.19,0,2,2,1,0,1423.4497,1
135232.0,76,37.21,0,1,2,0,0,1779.3684,2
135272.54,72,43.05,0,3,2,1,0,1878.7853,1
135553.0,80,30.9,1,0,2,1,1,1694.4125,1
136378.0,91,33.21,0,3,2,1,1,1498.6593,1
136450.0,65,38.41,0,3,2,1,0,2099.2308,1
136750.0,74,27.48,0,0,2,1,0,1847.973,1
137030.0,68,40.86,1,0,2,1,0,2015.1471,1
137581.47,71,32.1,1,0,2,0,0,1937.7672,2
138000.0,76,31.81,1,3,2,1,0,1815.7895,1
138232.0,60,31.05,0,3,2,0,1,2303.8667,3
138232.0,86,33.09,1,2,3,1,1,1607.3488,0
138232.78,105,31.37,0,1,2,1,1,1316.5027,1
138232.78,75,22.53,1,2,2,1,1,1843.1037,1
138232.78,91,23.45,1,2,2,1,0,1519.0415,1
138232.78,79,27.68,0,0,2,1,1,1749.782,3
138232.78,62,36.42,0,0,2,1,0,2229.561,1
138232.79,82,1.66,0,2,2,1,1,1685.7657,3
138233.0,73,28.08,1,0,2,1,1,1893.6027,1
138233.0,76,35.14,1,2,2,0,0,1818.8553,2
138233.0,125,56.44,0,0,3,1,1,1105.864,0
139434.81,80,39.81,0,3,2,1,0,1742.9351,1
140000.0,62,39.57,1,3,2,1,0,2258.0645,1
140035.82,91,45.92,0,0,2,0,0,1538.8552,2
140171.0,95,41.09,1,2,3,1,0,1475.4842,0
141000.0,115,40.07,1,2,3,1,0,1226.087,0
143762.0,105,28.38,1,0,2,1,1,1369.1619,1
144242.0,74,34.27,0,3,3,1,0,1949.2162,0
144242.91,83,32.72,0,3,2,1,1,1737.8664,3
144242.91,84,33.09,1,2,2,1,1,1717.1775,1
144243.0,91,6.49,0,2,2,1,1,1585.0879,3
144899.64,95,43.34,0,3,2,0,0,1525.2594,2
145000.0,105,27.63,1,0,3,1,1,1380.9524,0
145445.0,82,36.38,0,3,2,1,0,1773.7195,1
146350.0,48,43.13,1,0,2,0,0,3048.9583,2
146532.0,79,28.82,1,0,2,1,1,1854.8354,1
147247.0,84,36.01,0,3,2,0,1,1752.9405,2
147247.96,82,56.72,0,0,2,1,1,1795.7068,1
147247.97,80,39.87,1,0,2,0,0,1840.5996,2
147248.0,48,24.73,0,2,2,1,1,3067.6667,3
147248.0,82,33.52,0,3,2,1,0,1795.7073,1
147750.5,68,39.38,0,3,2,1,0,2172.8015,1
148283.89,105,40.07,1,3,2,1,0,1412.2275,1
149051.0,69,37.3,1,2,2,0,0,2160.1594,2
149444.0,82,27.91,1,0,2,1,0,1822.4878,1
149975.0,91,27.36,1,0,3,1,1,1648.0769,0
150000.0,95,40.65,1,3,2,1,0,1578.9474,1
150253.0,72,41.57,0,3,2,1,0,2086.8472,1
150253.0,69,39.35,1,3,2,1,0,2177.5797,1
150253.0,115,56.01,0,3,2,1,0,1306.5478,1
150253.0,52,24.71,0,0,2,1,0,2889.4808,3
150253.0,69,42.92,0,0,2,1,0,2177.5797,1
150253.02,64,26.23,1,2,2,1,0,2347.7034,1
150253.03,84,31.0,1,1,2,1,1,1788.7265,1
150253.03,86,43.56,0,3,2,1,0,1747.1283,1
150255.0,72,34.73,1,0,2,1,0,2086.875,1
150273.0,75,28.93,1,0,2,1,1,2003.64,3
151253.03,185,62.57,0,3,3,1,1,817.5839,0
151290.63,115,40.4,0,3,3,1,0,1315.5707,0
152425.08,185,27.1,0,0,3,1,1,823.9194,0
152600.0,125,39.7,0,3,2,0,0,1220.8,2
153258.0,80,2.66,0,2,2,1,1,1915.725,3
153258.0,74,15.1,1,2,2,1,0,2071.0541,1
153258.09,73,17.57,0,2,2,1,1,2099.4259,3
153258.09,80,23.38,1,2,2,1,0,1915.7261,1
153260.0,68,42.43,0,3,2,1,0,2253.8235,1
153588.48,105,40.44,0,1,3,0,0,1462.7474,0
154400.0,71,28.1,1,0,2,1,1,2174.6479,3
154760.0,86,42.49,1,0,3,1,0,1799.5349,0
155253.0,64,3.76,0,0,2,1,1,2425.8281,3
156000.0,78,34.5,0,3,2,1,0,2000.0,1
156000.0,78,52.45,0,1,3,0,0,2000.0,0
156263.0,48,22.35,0,2,2,1,1,3255.4792,3
156263.14,84,28.89,0,0,2,1,1,1860.2755,3
156263.15,75,25.92,0,2,2,1,0,2083.5087,3
156263.15,105,22.47,0,2,3,1,0,1488.2205,0
157140.0,48,23.63,0,2,2,1,0,3273.75,3
157460.32,84,47.89,0,2,2,0,1,1874.5276,2
158066.18,86,45.27,0,0,2,0,0,1837.9788,2
159268.0,78,1.62,0,0,2,1,1,2041.8974,3
159268.0,60,39.1,1,0,2,1,0,2654.4667,1
159269.0,80,2.94,0,2,2,1,1,1990.8625,3
162273.27,65,40.28,1,2,2,1,0,2496.5118,1
162273.27,71,28.1,1,0,2,1,1,2285.539,3
162273.27,125,40.55,1,3,2,0,0,1298.1862,2
162287.0,50,23.63,0,2,2,1,0,3245.74,3
162300.0,82,10.27,0,0,2,1,1,1979.2683,3
163475.0,65,38.45,0,0,2,1,0,2515.0,3
163476.0,83,23.33,1,2,2,1,1,1969.5904,3
163775.0,73,36.04,1,0,2,1,0,2243.4932,1
164076.0,83,33.45,0,3,2,1,0,1976.8193,1
165000.0,65,26.38,1,2,2,1,1,2538.4615,3
165278.0,74,8.93,0,2,2,1,1,2233.4865,3
165278.0,64,14.08,0,2,2,1,0,2582.4688,3
165283.0,86,31.88,1,3,2,1,0,1921.8953,1
166500.0,91,27.92,1,3,3,1,0,1829.6703,0
167081.37,83,34.84,1,3,2,1,1,2013.0286,3
167433.84,105,30.49,0,1,3,1,1,1594.608,0
167538.14,86,4.76,0,2,2,1,0,1948.1179,3
168283.0,73,32.23,0,3,2,1,0,2305.2466,3
168284.0,40,26.68,0,0,2,1,0,4207.1,3
168303.0,82,31.85,0,3,2,1,1,2052.4756,3
170731.3,105,29.76,0,1,3,0,1,1626.0124,0
171288.0,52,35.35,0,3,2,1,0,3294.0,3
171288.45,115,40.84,1,2,3,1,0,1489.4648,0
171288.81,82,33.93,0,0,3,1,0,2088.8879,0
171323.87,115,6.96,0,2,2,1,1,1489.7728,3
172000.0,83,23.97,0,2,2,1,1,2072.2892,3
174293.0,89,28.1,1,2,2,1,1,1958.3483,3
174293.51,76,36.16,0,3,2,1,1,2293.3357,3
174293.51,74,68.29,0,1,2,0,1,2355.3177,2
174293.52,95,25.81,0,2,2,1,1,1834.6686,3
175500.0,95,41.04,1,3,2,1,0,1847.3684,1
176097.0,105,3.72,0,0,3,1,1,1677.1143,0
176500.0,69,23.7,0,2,2,1,0,2557.971,3
177298.57,105,43.46,0,3,2,1,0,1688.5578,1
179402.12,105,2.2,0,2,2,1,1,1708.5916,3
180000.0,72,27.68,1,0,2,1,1,2500.0,3
180000.0,74,29.19,0,3,2,1,1,2432.4324,3
180000.0,83,34.88,0,3,2,1,0,2168.6747,3
180000.0,86,35.03,1,3,2,1,1,2093.0233,3
180000.0,89,46.06,0,3,3,1,0,2022.4719,0
180303.0,89,8.29,0,2,2,1,1,2025.8764,3
180303.0,105,27.7,1,0,2,1,1,1717.1714,3
180303.0,95,29.99,1,1,2,1,1,1897.9263,3
180303.0,105,15.02,0,0,2,1,0,1717.1714,3
180303.63,115,37.35,0,2,2,1,0,1567.8577,1
180304.0,70,25.8,1,2,2,1,1,2575.7714,3
180304.0,74,28.15,0,0,2,1,1,2436.5405,3
180304.0,89,32.6,1,3,3,1,1,2025.8876,0
181505.66,91,64.22,0,3,2,0,0,1994.5677,2
182000.0,115,15.11,0,2,2,1,0,1582.6087,3
182344.11,48,7.93,0,0,2,1,0,3798.8356,3
183308.59,74,29.33,0,1,2,1,1,2477.1431,3
185000.0,84,32.93,1,3,2,1,1,2202.381,3
186300.0,115,10.67,0,2,2,1,1,1620.0,3
186313.75,75,18.2,0,2,2,1,1,2484.1833,3
186313.75,91,24.99,1,2,2,1,0,2047.4038,3
186313.75,75,51.39,1,3,2,1,1,2484.1833,3
186350.0,105,27.27,1,0,3,1,0,1774.7619,0
189318.81,80,24.0,0,2,2,1,0,2366.4851,3
189623.74,115,25.73,0,2,2,1,0,1648.9021,3
192323.0,73,30.38,1,1,2,1,1,2634.5616,3
192323.87,105,22.79,0,2,2,1,0,1831.6559,3
192671.01,115,31.99,0,3,3,1,1,1675.4001,0
192712.0,91,4.84,0,0,2,1,0,2117.7143,3
193000.0,83,32.79,1,3,2,1,1,2325.3012,3
195328.93,59,1.93,0,2,2,1,1,3310.6598,3
195329.0,73,14.07,1,0,2,1,1,2675.7397,3
195350.0,82,32.02,0,3,2,1,1,2382.3171,3
196531.0,84,27.89,1,3,2,1,1,2339.6548,3
198334.0,65,35.74,1,2,2,0,0,3051.2923,2
198344.1,95,25.73,1,2,2,1,1,2087.8326,3
199536.0,86,33.77,1,3,3,1,0,2320.186,0
200000.0,105,31.27,0,3,3,1,1,1904.7619,0
200100.0,125,34.49,1,3,3,0,1,1600.8,0
201335.0,80,41.1,1,2,2,1,0,2516.6875,3
204344.12,91,27.59,0,0,2,1,1,2245.5398,3
204345.0,115,3.84,0,0,2,1,1,1776.913,3
204500.0,71,7.39,0,2,2,1,0,2880.2817,3
207000.0,64,12.83,0,2,2,1,0,3234.375,3
207349.18,86,35.69,1,3,2,1,1,2411.037,3
207350.0,83,25.12,0,2,2,1,1,2498.1928,3
210000.0,115,26.43,0,0,2,1,1,1826.087,3
210354.0,135,6.87,1,0,3,1,0,1558.1778,0
210354.0,95,40.92,1,2,3,1,0,2214.2526,0
210354.23,65,27.88,0,0,2,1,0,3236.2189,3
210354.24,91,43.19,1,0,2,1,0,2311.5851,3
210354.24,62,42.5,0,2,2,0,0,3392.8103,3
210354.24,185,77.44,0,0,3,0,1,1137.0499,0
210354.24,80,27.93,1,2,3,1,0,2629.428,0
210354.3,86,23.72,0,2,2,1,0,2445.9802,3
214121.51,48,24.08,0,2,2,1,0,4460.8648,3
214121.51,80,24.08,0,2,3,1,0,2676.5189,0
216364.34,69,32.91,1,0,2,0,1,3135.7151,3
216370.0,125,40.94,1,3,2,1,0,1730.96,1
217466.08,95,43.98,1,2,2,1,1,2289.1166,3
217571.0,135,12.03,0,2,3,0,1,1611.637,0
218000.0,89,9.59,0,0,2,1,1,2449.4382,3
221100.0,185,75.15,0,3,3,0,1,1195.1351,0
222374.48,89,24.89,0,2,2,1,1,2498.5897,3
222374.48,125,40.26,0,0,3,1,0,1778.9958,0
222375.0,95,44.33,1,3,2,1,1,2340.7895,3
225379.54,86,39.07,1,0,2,1,0,2620.6923,3
228384.59,48,7.76,0,2,2,1,0,4758.0123,3
228384.59,115,33.04,0,3,3,1,1,1985.953,0
228384.6,84,43.46,0,0,2,1,0,2718.8643,3
234394.72,105,29.87,0,1,3,0,1,2232.3307,0
234395.0,185,0.83,0,0,3,1,1,1267.0,0
234400.0,91,6.95,1,2,2,1,0,2575.8242,3
234445.33,80,6.25,0,0,2,1,1,2930.5666,3
240404.84,115,24.74,0,2,2,1,0,2090.4769,3
240404.84,89,34.39,0,3,2,1,0,2701.178,3
240404.84,115,38.5,1,2,2,1,0,2090.4769,3
241637.2,105,24.81,0,2,2,1,0,2301.3067,3
242000.0,74,36.48,0,3,2,1,0,3270.2703,3
243409.9,78,43.86,0,0,2,0,1,3120.6397,3
246415.0,105,48.39,0,2,2,0,0,2346.8095,3
248436.0,105,31.24,0,3,2,1,1,2366.0571,3
250020.09,48,24.08,0,2,2,1,0,5208.7519,3
260450.68,185,32.35,0,3,3,1,1,1407.8415,0
261599.2,115,25.75,0,2,2,1,0,2274.7757,3
261599.2,115,26.46,0,0,2,1,0,2274.7757,3
263540.0,125,91.71,0,0,3,0,0,2108.32,0
268419.75,185,27.68,0,0,3,0,1,1450.9176,0
270455.45,185,26.62,0,0,3,0,1,1461.9214,0
270455.45,185,43.48,0,3,3,0,1,1461.9214,0
270455.45,135,64.32,1,3,3,1,0,2003.3737,0
274000.0,135,27.97,0,3,2,1,1,2029.6296,3
275000.0,115,37.89,1,3,2,1,0,2391.3043,3
276400.65,115,45.4,0,3,3,1,0,2403.4839,0
294495.93,125,40.51,1,3,2,1,0,2355.9674,3
294500.0,115,23.53,0,2,2,1,0,2560.8696,3
296000.0,105,44.79,0,1,3,0,0,2819.0476,0
300506.05,135,45.89,0,3,2,0,1,2225.9707,3
306516.0,185,42.75,0,3,3,0,1,1656.8432,0
306516.0,89,6.89,0,0,3,1,1,3444.0,3
318536.42,68,23.36,0,2,2,1,0,4684.3591,3
318536.42,125,34.62,1,3,3,0,1,2548.2914,0
337185.0,185,40.9,1,3,3,0,1,1822.6216,0
338381.96,69,24.25,0,2,2,1,0,4904.0864,3
367000.0,40,1.41,0,2,2,1,1,9175.0,3
367000.0,48,1.41,0,2,2,1,1,7645.8333,3
367000.0,48,1.41,0,2,2,1,1,7645.8333,3
367000.0,48,1.41,0,2,2,1,1,7645.8333,3
369600.0,185,61.79,0,0,3,0,1,1997.8378,0
370000.0,185,44.79,0,3,3,0,1,2000.0,0
